Interviewee's name,Mentioned Name,Start_location,End_location,Sentence
Rex Edward Keller,Ned,1190,1193,But then I transferred over to Seth Neddermeyer’s physics department.
Rex Edward Keller,Ralph,1584,1589,"Ralph Nobles and my brother were going to Teachers College [Southeast Missouri State University] at Cape Girardeau, Missouri."
Rex Edward Keller,Noble,1590,1595,"Ralph Nobles and my brother were going to Teachers College [Southeast Missouri State University] at Cape Girardeau, Missouri."
Ralph Gates,Ralph,14,19,"Good morning, Ralph."
Ralph Gates,Stein,31,36,"I’m Wendy Steinle, as you know, and I am really pleased to be your friend and to have the opportunity to interview you this morning."
Ralph Gates,Gates,290,295,"My name is Ralph Gates, but I am—it’s Ralph Pillsbury Gates and I am a junior."
Ralph Gates,Hart,1395,1399,"My favorite was Gabby Hartnett, who was cubs for the Chicago Cubs baseball team."
Albert Bartlett,Paul,1428,1432,"My physics professor who was head of the department there, Professor Paul Gleason, he was scouting around for jobs."
Irwin P. Sharpe,Kelly,12,17,": I’m Cindy Kelly, Atomic Heritage Foundation, and it’s Friday, May 15, 2015, and I’m in Middlebury, Vermont, with Irwin P."
Irwin P. Sharpe,Irwin,115,120,": I’m Cindy Kelly, Atomic Heritage Foundation, and it’s Friday, May 15, 2015, and I’m in Middlebury, Vermont, with Irwin P."
Irwin P. Sharpe,Sharpe,124,130,Sharpe.
Murray Peshkin,Henry,400,405,"In the First World War, a man named, I think it was Henry Moseley, who was considered probably the most promising young atomic scientist in the country had, against the advice of his friends and colleagues, volunteered to fight in the infantry and died."
Anthony French,Anthony,7,14,: This Anthony French.
Anthony French,French,15,21,: This Anthony French.
Anthony French,Snow,2154,2158,"Snow was a fellow of a Cambridge college, Christ’s College, and he was in charge of scientific manpower."
Hans Courant,Kelly,12,17,": I’m Cindy Kelly, Atomic Heritage Foundation and this is Friday, April 10, 2015."
Hans Courant,Hans,142,146,"I have Hans Courant with me, and the first question for him is please tell us your name and spell it."
Edward Gerjuoy,Edward,13,19,": My name is Edward Gerjuoy, G-E-R-J-U-O-Y."
Edward Gerjuoy,Mark,470,474,"So I asked my most favorite professor at City College, whose name was Zemanski, Mark Zemanski, I asked him where I should go to learn modern physics."
To Fermi ~ with Love – Part 1,Enrico,614,620,The voice is that of Enrico Fermi speaking before a gathering that is commemorating the tenth anniversary of the first controlled nuclear chain reaction.
To Fermi ~ with Love – Part 1,John,2027,2031,Men like John Wheeler of Princeton University.
To Fermi ~ with Love – Part 1,Wheeler,2032,2039,Men like John Wheeler of Princeton University.
Gordon Steele,Mary,11,15,"My name is Mary Kalbert and I am in Friday Harbor, Washington, interviewing Gordon Steele on June 16, 2014 for the Atomic Heritage Foundation Manhattan Voices Project."
Gordon Steele,Gordon,76,82,"My name is Mary Kalbert and I am in Friday Harbor, Washington, interviewing Gordon Steele on June 16, 2014 for the Atomic Heritage Foundation Manhattan Voices Project."
Gordon Steele,Steele,83,89,"My name is Mary Kalbert and I am in Friday Harbor, Washington, interviewing Gordon Steele on June 16, 2014 for the Atomic Heritage Foundation Manhattan Voices Project."
Gordon Steele,McKay,941,946,"I was interviewed there by a nice gentleman, his name was McKay,and they hired me."
Gordon Steele,Ernest,1106,1112,"At Berkeley in the Radiation Lab and in your chemistry background, who did you work with? What Nobel Laureate did you work with? Ernest Lawrence? I got the name here."
Gordon Steele,Lawrence,1113,1121,"At Berkeley in the Radiation Lab and in your chemistry background, who did you work with? What Nobel Laureate did you work with? Ernest Lawrence? I got the name here."
Gordon Steele,Bob,1950,1953,"I was hired by a person who I got to know quite well, Bob Schmidt."
Gordon Steele,Schmidt,1954,1961,"I was hired by a person who I got to know quite well, Bob Schmidt."
Gordon Steele,Ridge,2065,2070,"You arrived at Oak Ridge with a friend? Yes, I did."
Alfred Nier,Enrico,40,46,": Now, we could start with a letter of [Enrico] Fermi and a letter of [John] Dunning, because the way Dunning explained the thing that he had the idea that uranium-235 was— : The one that was responsible, yes."
Alfred Nier,John,71,75,": Now, we could start with a letter of [Enrico] Fermi and a letter of [John] Dunning, because the way Dunning explained the thing that he had the idea that uranium-235 was— : The one that was responsible, yes."
Alfred Nier,Dunn,77,81,": Now, we could start with a letter of [Enrico] Fermi and a letter of [John] Dunning, because the way Dunning explained the thing that he had the idea that uranium-235 was— : The one that was responsible, yes."
Isabella Karle,Isabella,54,62,"We’re here in Virginia on March 25, 2015 with Isabella Karle."
Isabella Karle,Karl,63,67,"We’re here in Virginia on March 25, 2015 with Isabella Karle."
Eileen Doxford,Eileen,57,63,": It is Friday the 22nd of May, 2009 in Lymm speaking to Eileenat her house."
Eileen Doxford,Arthur,264,270,"Eileen can you tell me where you were born and some basic things about your family? : I was in born Crosby, which is up the dale from Appleby [Westmoreland, England], and my parents were Arthur and Alice Sawer, S-A-W-E-R."
Eileen Doxford,Alice,275,280,"Eileen can you tell me where you were born and some basic things about your family? : I was in born Crosby, which is up the dale from Appleby [Westmoreland, England], and my parents were Arthur and Alice Sawer, S-A-W-E-R."
Eileen Doxford,Morgan,1755,1761,It was a Morgan and he had the village blacksmith cut a little hole in the V part at the back and the joiner put a little seat in it for me.
Myfanwy Pritchard-Roberts,Roberts,29,36,My name is Myfanwy Pritchard-Roberts.
Myfanwy Pritchard-Roberts,Pearson,1542,1549,"And then in the chemistry lab, which I was there for quite a while, I worked with Ron Pearson."
Myfanwy Pritchard-Roberts,Clark,1838,1843,"And, the same thing in the physics lab, where there was a Doctor Clark, he seemed to be the head of the physics lab."
Dieter Gruen,Kelly,12,17,": I’m Cindy Kelly, Atomic Heritage Foundation."
Dieter Gruen,Martin,206,212,: I am Dieter Martin Gruen.
Dieter Gruen,Rock,1783,1787,"Fortunately I had relatives in Little Rock, Arkansas who took me into their home."
Dieter Gruen,Joseph,1922,1928,"My uncle was a personal friend of Senator Joseph Taylor Robinson who was the Majority Leader of the Senate during the first Roosevelt and helped to pass, for example, the Glass-Steagall Act and many other important pieces of legislation."
Dieter Gruen,Taylor,1929,1935,"My uncle was a personal friend of Senator Joseph Taylor Robinson who was the Majority Leader of the Senate during the first Roosevelt and helped to pass, for example, the Glass-Steagall Act and many other important pieces of legislation."
Dieter Gruen,Robinson,1936,1944,"My uncle was a personal friend of Senator Joseph Taylor Robinson who was the Majority Leader of the Senate during the first Roosevelt and helped to pass, for example, the Glass-Steagall Act and many other important pieces of legislation."
Dieter Gruen,Roosevelt,2004,2013,"My uncle was a personal friend of Senator Joseph Taylor Robinson who was the Majority Leader of the Senate during the first Roosevelt and helped to pass, for example, the Glass-Steagall Act and many other important pieces of legislation."
Dieter Gruen,Glass,2051,2056,"My uncle was a personal friend of Senator Joseph Taylor Robinson who was the Majority Leader of the Senate during the first Roosevelt and helped to pass, for example, the Glass-Steagall Act and many other important pieces of legislation."
Lew Kowarski,Wells,1844,1849,"Wells, whom I started reading at the age of eight, in Russian, of course."
Richard Yalman,Kelly,12,17,: I’m Cindy Kelly.
Richard Yalman,Richard,65,72,"I am in Santa Fe with Richard Yalman, and the first question I have for you is to say your name and spell it."
Richard Yalman,George,174,180,": My name is Richard George Yalman, that’s Y-A-L-M-A-N."
Richard Yalman,Conrad,896,902,Conrad Fernelius.
Richard Yalman,Dick,1342,1346,"Conrad Fernelius, who was now working in Dayton, Ohio, and he said, “Dick, what are you doing?” I said, “Well, I’m a graduate assistant, but I’m only twenty and I will be drafted any day now."
Eugene Wigner,Albert,599,605,"But now I am just working on the part about [Albert] Einstein’s first letter, the famous thing."
Eugene Wigner,Einstein,607,615,"But now I am just working on the part about [Albert] Einstein’s first letter, the famous thing."
Eugene Wigner,Ralph,775,780,"Some very good materialI findin this book by the Atomic Energy Commission, “The New World,”hen theNew York Timespublished by Ralph Latt."
Eugene Wigner,Leo,1584,1587,"[Leo] Szilard and you, you were speaking what, Hungarian between yourself? : You know, I do not remember; some things you forget."
John Mench,John,7,11,": I am John Mench and sixty years ago I was a young man with a wife and a baby girl, a good job in industrial deferment, a brand new home and a mortgage."
John Mench,Chaplin,952,959,"And it was somewhat like a Charlie Chaplin movie, because I had no idea how to do the manual of arms."
Seth Wheatley,Seth,11,15,"My name is Seth Wheatley, and it’s S-E-T-H W-H-E-A-T-L-E-Y."
Nancy Bartlit,Kelly,14,19,This is Cindy Kelly.
Nancy Bartlit,Nancy,79,84,"It is July 31, 2013, Santa Fe, New Mexico, and with me is Nancy Bartlit."
Nancy Bartlit,Reynolds,162,170,"My full name is Nancy Reynolds Bartlit, N-A-N-C-Y R-E-Y-N-O-L-D-S."
Nancy Bartlit,Thomas,381,387,"My father, Thomas George Reynolds, was born in Kalamazoo, Michigan, but he was raised in Lombard, Illinois, and then went to the University of Illinois, where he was a chemical engineer."
Nancy Bartlit,George,388,394,"My father, Thomas George Reynolds, was born in Kalamazoo, Michigan, but he was raised in Lombard, Illinois, and then went to the University of Illinois, where he was a chemical engineer."
Nancy Bartlit,Harold,865,871,And Dad was getting a Master’s degree at Columbia University with Harold Urey.
General Leslie Groves,Grove,10,15,": General Groves, part 11."
General Leslie Groves,Keith,318,323,"At the same time, we encouraged Kellex under [Percival] Keith in their efforts to amplify the research at Columbia."
General Leslie Groves,Manson,635,641,Certainly nobody could accuse Manson Benedict of not being a first class scientist in every way.
General Leslie Groves,Benedict,642,650,Certainly nobody could accuse Manson Benedict of not being a first class scientist in every way.
General Leslie Groves,Bush,2048,2052,Bush at his University Lab.
Freeman Dyson,Freeman,4,11,"I’m Freeman Dyson, F-R-E-E-M-A-N D-Y-S-O-N, retired professor of physics at the Institute for Advanced Study in Princeton."
Tom Gary,Gary,34,38,"Gary? You said that you are a Southerner? Well, I do not know whether I am a Phoenix or a paradox."
Tom Gary,George,1954,1960,"He and his older brother and six first cousins on his mother’s side rode off and joined the Prince George Calvary, furnished their own horses, their own uniforms."
Marge Shipley,Henderson,651,660,: Miss Henderson said that she found that a girl was being afraid of being sterile as a result of operations.
Tom Gary,Gary,6,10,"Gary, what was your job at that time here? : Head of the design division."
Tom Gary,Tom,1361,1364,"He called me one late afternoon and said, “Tom, call Tom Chilton in."
General Richard H. Groves,Richard,4,11,"I’m Richard Hulbert Groves, G-R-O-V-E-S."
General Richard H. Groves,Grove,20,25,"I’m Richard Hulbert Groves, G-R-O-V-E-S."
General Richard H. Groves,Leslie,319,325,"I came home at Christmas of ’43 for five days and he [his father, General Leslie Groves] wasn’t here."
General Richard H. Groves,Jean,624,628,"[Jean] O’Leary wrote about half of it, so it’s hard to say."
General Richard H. Groves,Leary,632,637,"[Jean] O’Leary wrote about half of it, so it’s hard to say."
Patricia Hansard,Pat,2,5,": Pat, do you live here now too? : Uh-huh."
Val Fitch,Val,11,14,My name is Val Logsdon Fitch.
Val Fitch,Gordon,2030,2036,"Then when my brother came of age to go to high school, and I was just about ready to start school, we moved to Gordon, Nebraska, which is a town about twenty-five miles to the west."
