interviewee,part_name_related_profiledata,start,end,sentence,sentence_index,absolute_start,absolute_end,Name_NER,Final_Name
Myfanwy Pritchard-Roberts,York,14,18,"He was a real Yorkshire lad, and when he wasn’t busy, he loved to show us what he was doing and it was fascinating watching him bending these glass tubes into shapes for the chemists or the PhDs to do their experiments.",84,6683,6687,['Yorkshire'],['Yorkshire']
Nancy Bartlit,Church,56,62,"My husband gave a talk down in Santa Fe, and Peggy Pond Church came up to him and said, “Do you really spell your name B-A-R-T-L-I-T?” He said, “Yes.” She said, “Well then, we are related.” Sure enough, John’s father and Peggy are third cousins, and her second son is named Alan Bartlit Church and her third son is Hugh Church.",103,11584,11590,"['John', 'Peggy', 'Alan Bartlit Church']",['Alan Bartlit Church']
Nancy Bartlit,Asa,97,100,"And when the Emperor finally said, you know, after the first atomic bomb, according to Professor Asada, the Emperor was ready to stop.",241,22497,22500,['Asada'],['Asada']
Nancy Bartlit,Bartlit,57,64,"And we found out that John, because of the way we spell “Bartlit,” is related to the family that started the Boys Ranch School.",71,5936,5943,"['John', 'Bartlit']",['Bartlit']
Nancy Bartlit,Bartlit,115,122,"So John got involved and he gave a talk in Santa Fe. Peggy came up to him and said, “Do you really spell your name Bartlit?” He said yes, and she said, “We are related.” So that started a beautiful friendship.",79,6947,6954,"['John', 'Bartlit']",['Bartlit']
Nancy Bartlit,Agnew,41,46,"They asked people in the community, Beth Agnew, what to do.",15,1288,1293,['Beth Agnew'],['Beth Agnew']
Nancy Bartlit,Bill,26,30,One of my dear friends is Bill Nishimura.,250,23155,23159,['Bill Nishimura'],['Bill Nishimura']
Nancy Bartlit,Bill,7,11,"But as Bill Nishimura says, “We had no women.",310,28549,28553,['Bill Nishimura'],['Bill Nishimura']
Nancy Bartlit,Bill,0,4,Bill is still alive.,251,23170,23174,['Bill'],['Bill']
Nancy Bartlit,Bill,10,14,"Initially Bill moved from the far coast of California, Oregon, and Washington, inside the state because it was cut in half.",256,23412,23416,['Bill'],['Bill']
Nancy Bartlit,Bill,8,12,"And so, Bill was sent down to Poston, Arizona, where he served, because he knew Japanese.",259,23771,23775,['Bill'],['Bill']
Nancy Bartlit,Bill,117,121,"The American commanders of the camp—Poston, along the Gila River area—said to him, “Would you like to join the MIS?” Bill said, “I will join MIS when you release my family from internment.",264,24086,24090,['Bill'],['Bill']
Nancy Bartlit,Bill,247,251,"A couple weeks later they called him into the headquarter office and said, “Are you happy now that your father is visiting?” He said, “Yes, but we are still interned and you have not given my family its freedom that it deserves.” And so they sent Bill and his father up to Tule Lake, which was called a segregation center for all the people who would not fight for the United States or wanted to go back to Japan for different reasons.",267,24588,24592,['Bill'],['Bill']
Nancy Bartlit,Bill,5,9, But Bill came with his father together.,270,25001,25005,['Bill'],['Bill']
Nancy Bartlit,Bill,0,4,Bill was in this camp for the rest of the war.,272,25093,25097,['Bill'],['Bill']
Nancy Bartlit,Bill,8,12,"I mean, Bill was the first-born, oldest son.",333,30094,30098,['Bill'],['Bill']
Nancy Bartlit,Bush,210,214,"A few weeks ago, I was in Seattle at a conference of the Japanese American National Museum and the guest speaker was Norman Mineta, former Secretary of Commerce under Clinton, Secretary of Transportation under Bush.",195,18467,18471,"['Norman Mineta', 'Clinton', 'Bush']",['Bush']
Nancy Bartlit,Car,54,57,"I communicate with Professor Sadao Asada, who went to Carleton and then to Yale and is a professor of history.",166,15586,15589,"['Sadao Asada', 'Carleton']",['Carleton']
Nancy Bartlit,Car,0,3,Caroline Kennedy is going to Japan to be our Ambassador.,218,20516,20519,['Caroline Kennedy'],['Caroline Kennedy']
Nancy Bartlit,Car,232,235,"I was telling Ed about my father, and Ed said, “Oh, I must have had work with your father because I was getting my PhD at Princeton under the same project that you were doing under Harold Urey at Columbia.” And then Ed and his wife Caroline were in Trail, British Columbia for maybe eight or nine months before he came to Los Alamos.",46,3909,3912,"['Ed', 'Ed', 'Harold Urey', 'Ed', 'Caroline']",['Caroline']
Nancy Bartlit,Kelly,14,19,This is Cindy Kelly.,0,14,19,['Cindy Kelly'],['Cindy Kelly']
Nancy Bartlit,Cynthia,25,32,"My next youngest sister, Cynthia, was born in ‘43 during the war, and my folks wanted to have another child so she would have a companion since the rest of her family were so much older than she.",52,4247,4254,['Cynthia'],['Cynthia']
Nancy Bartlit,Don,44,47,"Of course we had a lecture in Los Alamos by Don Farrell, who came from Tinian, and he gave us the details about stopping the third bomb, which—the material for the third bomb was stopped in California.",245,22788,22791,['Don Farrell'],['Don Farrell']
Nancy Bartlit,McKibbin,39,47,It was not very far from where Dorothy McKibbin had her office at 109 E.,288,26237,26245,['Dorothy McKibbin'],['Dorothy McKibbin']
Nancy Bartlit,Hammel,124,130,"My husband, John Bartlit, whom I married and brought me to Los Alamos after I taught in Japan, worked under a man called Ed Hammel.",43,3588,3594,"['John Bartlit', 'Ed Hammel']",['Ed Hammel']
Nancy Bartlit,Fermi,14,19,So was Enrico Fermi an enemy alien.,300,27352,27357,['Enrico Fermi'],['Enrico Fermi']
Nancy Bartlit,Fermi,9,14,"[Enrico] Fermi who came here, as you know, was an enemy alien.",84,9681,9686,['Enrico] Fermi'],['Enrico] Fermi']
Nancy Bartlit,Fred,56,60,"Peggy Pond Church is the third cousin of John’s father, Fred Bartlit Church, I mean Fred Bartlit.",73,6158,6162,"['John', 'Fred Bartlit Church', 'Fred Bartlit']","['Fred Bartlit Church', 'Fred Bartlit']"
Nancy Bartlit,Geo,19,22,"One story is about George Kistiakowsky, who I am sure you are covering, about George, so you will have background about him.",90,10265,10268,"['George Kistiakowsky', 'George']","['George Kistiakowsky', 'George']"
Nancy Bartlit,Harold Urey,32,43,"But anyway, he was working with Harold Urey, who was a Nobel Prize winner later.",15,1040,1051,['Harold Urey'],['Harold Urey']
Nancy Bartlit,Harold Urey,38,49,"He was the personal representative of Harold Urey during heavy metal research up in Trail, British Columbia, and then he also was sent to Oak Ridge.",17,1177,1188,['Harold Urey'],['Harold Urey']
Nancy Bartlit,Harold Urey,66,77,And Dad was getting a Master’s degree at Columbia University with Harold Urey.,11,854,865,"['Dad', 'Harold Urey']",['Harold Urey']
Nancy Bartlit,Jeff,110,114,"I certainly support, and the Society supports, the efforts of the Atomic Heritage Foundation and our Senators Jeff Bingaman and Pete Domenici who have been spearheading the effort to save these properties and have put money behind the effort to save these properties.",116,12951,12955,"['Jeff Bingaman', 'Pete Domenici']",['Jeff Bingaman']
Nancy Bartlit,John,29,33,"But to then come back, marry John Bartlit, who had worked at Los Alamos while I was in Japan as a summer student.",69,5709,5713,['John Bartlit'],['John Bartlit']
Nancy Bartlit,John,98,102,"They will see Fuller Lodge, which was built during the Boy’s Ranch School by the famous architect John Gaw Meem, built in 1928.",71,8161,8165,['John Gaw Meem'],['John Gaw Meem']
Nancy Bartlit,John,180,184,"And as Winston Churchill says, “We are trying to recreate the passion of former days.” And for me, to have gone to Japan and taught for two years in Sendai while I was waiting for John to finish his PhD at Yale, he is a chemical engineer too.",67,5558,5562,"['Winston Churchill', 'John']",['John']
Nancy Bartlit,John,16,20,"Well meanwhile, John and I started getting active in air pollution control because New Mexico is being polluted by the Four Corners Power Plant, and also there was a paper pulp mill that was going to be located in Albuquerque, Rio Grande Valley.",77,6531,6535,['John'],['John']
Nancy Bartlit,John,0,4,"John’s mother came to visit and she said, “You know, I think we are related because there was a Bartlit that married a Pond and they moved to Detroit.” Then, she did not know what happened.",76,6326,6330,"['John', 'Pond']",['John']
Nancy Bartlit,Leslie,142,148,"Originally, it was going to be in Fuller Lodge, but it was moved over to where it is today in the little log cabin, which was the place where Leslie Groves stayed when he came to visit [J.",19,1659,1665,['Leslie Groves'],['Leslie Groves']
Nancy Bartlit,Leslie,44,50,"Robert Oppenheimer in working with [General Leslie R.] Groves to come to that conclusion, where the bombs could work and would work and did work—with the other men that were gathered to Los Alamos and were part of the project in Tinian, and the B-29 509thComposite group—as a big picture, really were significant to stop that war.",61,6519,6525,"['Robert Oppenheimer', 'Leslie R.]']",['Leslie R.]']
Nancy Bartlit,Mac,3,6,So MacArthur was preparing troops from the Philippine youth and using American troops.,106,9519,9522,['MacArthur'],['MacArthur']
Nancy Bartlit,Nancy Bartlit,58,71,"It is July 31, 2013, Santa Fe, New Mexico, and with me is Nancy Bartlit.",1,78,91,['Nancy Bartlit'],['Nancy Bartlit']
Nancy Bartlit,Nancy,11,16,My name is Nancy R.,0,11,16,['Nancy R.'],['Nancy R.']
Nancy Bartlit,Reynolds,22,30,"My full name is Nancy Reynolds Bartlit, N-A-N-C-Y R-E-Y-N-O-L-D-S.",3,159,167,['Nancy Reynolds Bartlit'],['Nancy Reynolds Bartlit']
Nancy Bartlit,Pegg,37,41,I had given my family and his family Peggy Pond’s bookThe House at Otowi Bridgefor Christmas.,75,6270,6274,['Peggy Pond’s'],['Peggy Pond’s']
Nancy Bartlit,Pegg,31,35,"He was from Harvard and he met Peggy who went to my same university, Smith College.",106,12003,12007,['Peggy'],['Peggy']
Nancy Bartlit,Pegg,0,4,Peggy is just a lovely person.,81,7176,7180,['Peggy'],['Peggy']
Nancy Bartlit,Rea,131,134,"For this he received $20,000 by the United States government when there was the Civil Liberties Act passed and signed by President Reagan.",276,25523,25526,['Reagan'],['Reagan']
Nancy Bartlit,Oppenheimer,7,18,"Robert Oppenheimer and his family lived in that house gives us, the Historical Society, a chance to help people understand what happened and why it was significant and what we did here.",63,6828,6839,['Robert Oppenheimer'],['Robert Oppenheimer']
Nancy Bartlit,Oppenheimer,7,18,Robert Oppenheimer was a sickly boy and his folks had money in New York City.,134,12449,12460,['Robert Oppenheimer'],['Robert Oppenheimer']
Nancy Bartlit,Oppenheimer,7,18,"Robert Oppenheimer was followed by the FBI wherever he went, his telephone calls were listened into, and the mail was also censored in Los Alamos.",324,29206,29217,['Robert Oppenheimer'],['Robert Oppenheimer']
Nancy Bartlit,Oppenheimer,7,18,"Robert Oppenheimer, Dr. J.",323,29180,29191,"['Robert Oppenheimer', 'J.']",['Robert Oppenheimer']
Nancy Bartlit,Oppenheimer,8,19,Robert] Oppenheimer and see what was going on.,20,1713,1724,['Robert] Oppenheimer'],['Robert] Oppenheimer']
Nancy Bartlit,Victor,24,30,"And she was named Susan Victoria Reynolds, after the end of World War II.",55,4733,4739,['Susan Victoria Reynolds'],['Susan Victoria Reynolds']
Nancy Bartlit,Victor,23,29,So she was named Susan Victoria because of the end of World War II.,58,4938,4944,['Susan Victoria'],['Susan Victoria']
Nancy Bartlit,Susan,118,123,"We will have a celebration for my part of the Oak Ridge ending.” So mother did, and nine months later I had a sister, Susan.",54,4703,4708,['Susan'],['Susan']
Nancy Bartlit,Geo,18,21,"My father, Thomas George Reynolds, was born in Kalamazoo, Michigan, but he was raised in Lombard, Illinois, and then went to the University of Illinois, where he was a chemical engineer.",7,381,384,['Thomas George Reynolds'],['Thomas George Reynolds']
Nancy Bartlit,Truman,40,46,"Westerners think, “Well since President Truman had the power, he is our president, he is the chief military officer.",89,7928,7934,['Truman'],['Truman']
Nancy Bartlit,Truman,162,168,"But in interviewing the men who were POWs for three and a half years and who were abused by the Japanese guards in camp, and having them so grateful to President Truman for using the bombs, and shortening their time as prisoners of war, I became to understand that in the big picture those bombs rescued those men.",117,10873,10879,['Truman'],['Truman']
Nancy Bartlit,Church,32,38,"The policy of FDR and [Winston] Churchill was to help recapture Europe first, and then they would turn their attention to the Pacific.",48,5368,5374,"['FDR', 'Winston] Churchill']",['Winston] Churchill']
Nancy Greenewalt Frederick,Charles,34,41,"My brother David spoke and said, “Charles Darwin’s children probably thought that all fathers did their barnacles every morning, just as theirs did.” So he said, “I guess we thought that all people’s fathers did time-lapse photography on weekends and played music and took pictures of birds and did all these other things,” which I thought was an interesting remark.",288,21376,21383,"['David', 'Charles Darwin’s']",['Charles Darwin’s']
Nancy Greenewalt Frederick,Charlie,173,180,"There’s a very brief shot of my mother, who was the secretary to the lawyer, who comes out to draw up the new will, on account of which the old lady is murdered with Prince Charlie’s dirk by the butler, who got cut out of the will.",70,5380,5387,['Charlie'],['Charlie']
Nancy Greenewalt Frederick,Laird,0,5,"Laird, Chick Laird, was the instigator of the whole thing, and I think wrote most of the script.",77,5746,5751,['Chick Laird'],['Chick Laird']
Nancy Greenewalt Frederick,Green,20,25,"My father, Crawford Greenewalt, was the only child of Dr. Frank Lindsay Greenewalt and Mary Hallock Greenewalt.",0,20,25,"['Crawford Greenewalt', 'Frank Lindsay Greenewalt', 'Mary Hallock Greenewalt']","['Crawford Greenewalt', 'Frank Lindsay Greenewalt', 'Mary Hallock Greenewalt']"
Nancy Greenewalt Frederick,Green,20,25,"My father, Crawford Greenewalt, was on the board of Longwood Gardens from the beginning almost, I think.",275,20218,20223,['Crawford Greenewalt'],['Crawford Greenewalt']
Nancy Greenewalt Frederick,Green,59,64,"To come back to the uncommon man idea, my father, Crawford Greenewalt, was indeed an uncommon man.",283,21004,21009,['Crawford Greenewalt'],['Crawford Greenewalt']
